CPR_MARKETINGCARRIER,CPR_OTHERCARRIER,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_BOARDPOINT,CPR_OFFPOINT,CPR_INBOUNDSERVICE,CPR_DEPARTDATE1,CPR_DEPARTDATE2,CPR_DEPARTTIME1,CPR_DEPARTTIME2,CPR_ARRIVALDATE1,CPR_ARRIVALDATE2,ID_PRODUCTLEVEL,ID_CUSTOMERLEVEL,CPR_TRANSPORTQUAL,CPR_AIRLINEDESIG,CPR_FLIGHTNO,CPR_FLIGHTSUFFIX,CPR_CODESHARETYPE,CPR_OTHERCOMPANY,CPR_COMPANYID,CPR_ORIGIN,CPR_DESTINATION,CPR_FAREFAMILY,CPR_NUMBER,CPR_WEIGHT,CPR_UNITQUAL,CPR_COMPSTATUS,CPR_FARE_INDICATOR,CPR_FARE_ACTION,CPR_FARE_QUALIFIER,CPR_FARE_AMOUNT,CPR_FARE_CURRENCY,CPR_SPL_NUMBER,CPR_PRV_CPNNUMBER,CPR_COUPON_COMPANY,CPR_DATALENGTH,CPR_DATATYPE,CPR_BINARYDATA,DWH_SNAPSHOTTIMESTAMP,CPR_ARRIVALTIME1,CPR_ARRIVALTIME2,CPR_DEPARTDATE,CPR_ARRIVALDATE
MH,,3014,,BKI,LDU,,,,,,,,155681034,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:13.527,,,2022-05-08,
MH,,3014,,BKI,LDU,,,,,,,,155681035,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:13.637,,,2022-05-08,
MH,,3013,,LDU,BKI,,,,,,,,155681036,54141709,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:13.730,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155681037,54141709,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:13.873,,,2022-05-28,
MH,,1396,,KUL,KBR,,,,,,,,155681038,54141709,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:06:58:14.047,,,2022-05-28,
MH,,1385,,KBR,KUL,,,,,,,,155681039,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:14.237,,,2022-06-04,
MH,,2614,,KUL,BKI,,,,,,,,155681040,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:14.360,,,2022-06-04,
MH,,3014,,BKI,LDU,,,,,,,,155681041,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:14.470,,,2022-06-05,
MH,,3016,,BKI,LDU,,,,,,,,155681042,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:14.580,,,2022-06-05,
MH,,3015,,LDU,BKI,,,,,,,,155681043,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:14.673,,,2022-04-28,
MH,,7407,,BKI,KUL,,,,,,,,155681044,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:14.750,,,2022-04-29,
MH,,7326,,KUL,KBR,,,,,,,,155681045,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:14.843,,,2022-04-29,
MH,,3017,,LDU,BKI,,,,,,,,155681046,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:14.953,,,2022-05-01,
MH,,3013,,LDU,BKI,,,,,,,,155681047,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:15.080,,,2022-05-02,
MH,,2611,,BKI,KUL,,,,,,,,155681048,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:15.220,,,2022-05-02,
MH,,1396,,KUL,KBR,,,,,,,,155681049,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:15.330,,,2022-05-02,
MH,,1385,,KBR,KUL,,,,,,,,155681050,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:15.453,,,2022-05-07,
MH,,2614,,KUL,BKI,,,,,,,,155681051,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:15.577,,,2022-05-07,
MH,,1427,,KBR,KUL,,,,,,,,155681052,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:15.683,,,2022-05-07,
MH,,2638,,KUL,BKI,,,,,,,,155681053,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:15.810,,,2022-05-07,
MH,,3014,,BKI,LDU,,,,,,,,155681054,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:15.933,,,2022-05-08,
MH,,3014,,BKI,LDU,,,,,,,,155681055,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:16.013,,,2022-05-08,
MH,,3013,,LDU,BKI,,,,,,,,155681056,54141710,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:16.123,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155681057,54141710,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:16.183,,,2022-05-28,
MH,,1396,,KUL,KBR,,,,,,,,155681058,54141710,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:06:58:16.340,,,2022-05-28,
MH,,1385,,KBR,KUL,,,,,,,,155681059,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:16.530,,,2022-06-04,
MH,,2614,,KUL,BKI,,,,,,,,155681060,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:16.623,,,2022-06-04,
MH,,3014,,BKI,LDU,,,,,,,,155681061,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:16.730,,,2022-06-05,
MH,,3016,,BKI,LDU,,,,,,,,155681062,54141710,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:16.827,,,2022-06-05,
MH,,3015,,LDU,BKI,,,,,,,,155681063,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:16.950,,,2022-04-28,
MH,,7407,,BKI,KUL,,,,,,,,155681064,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:17.060,,,2022-04-29,
MH,,7326,,KUL,KBR,,,,,,,,155681065,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:17.157,,,2022-04-29,
MH,,3017,,LDU,BKI,,,,,,,,155681066,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:17.267,,,2022-05-01,
MH,,3013,,LDU,BKI,,,,,,,,155681067,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:17.377,,,2022-05-02,
MH,,2611,,BKI,KUL,,,,,,,,155681068,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:17.487,,,2022-05-02,
MH,,1396,,KUL,KBR,,,,,,,,155681069,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:17.593,,,2022-05-02,
MH,,1385,,KBR,KUL,,,,,,,,155681070,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:17.703,,,2022-05-07,
MH,,2614,,KUL,BKI,,,,,,,,155681071,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:17.813,,,2022-05-07,
MH,,1427,,KBR,KUL,,,,,,,,155681072,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:17.923,,,2022-05-07,
MH,,2638,,KUL,BKI,,,,,,,,155681073,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:18.033,,,2022-05-07,
MH,,3014,,BKI,LDU,,,,,,,,155681074,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:18.127,,,2022-05-08,
MH,,3014,,BKI,LDU,,,,,,,,155681075,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:18.250,,,2022-05-08,
MH,,3013,,LDU,BKI,,,,,,,,155681076,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:18.360,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155681077,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:18.500,,,2022-05-28,
MH,,1396,,KUL,KBR,,,,,,,,155681078,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:06:58:18.643,,,2022-05-28,
MH,,2611,,BKI,KUL,,,,,,,,155681079,54141711,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:18.753,,,2022-05-30,
MH,,1396,,KUL,KBR,,,,,,,,155681080,54141711,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:18.910,,,2022-05-30,
MH,,1385,,KBR,KUL,,,,,,,,155681081,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.037,,,2022-06-04,
MH,,2614,,KUL,BKI,,,,,,,,155681082,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.147,,,2022-06-04,
MH,,3014,,BKI,LDU,,,,,,,,155681083,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.270,,,2022-06-05,
MH,,3016,,BKI,LDU,,,,,,,,155681084,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.380,,,2022-06-05,
MH,,3019,,LDU,BKI,,,,,,,,155681085,54141711,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.490,,,2022-12-30,
MH,,3015,,LDU,BKI,,,,,,,,155681086,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.630,,,2022-04-28,
MH,,7407,,BKI,KUL,,,,,,,,155681087,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.710,,,2022-04-29,
MH,,7326,,KUL,KBR,,,,,,,,155681088,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.787,,,2022-04-29,
MH,,3017,,LDU,BKI,,,,,,,,155681089,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:19.897,,,2022-05-01,
MH,,3013,,LDU,BKI,,,,,,,,155681090,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:20.007,,,2022-05-02,
MH,,2611,,BKI,KUL,,,,,,,,155681091,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:20.117,,,2022-05-02,
MH,,1396,,KUL,KBR,,,,,,,,155681092,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:20.290,,,2022-05-02,
MH,,1385,,KBR,KUL,,,,,,,,155681093,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:20.447,,,2022-05-07,
MH,,2614,,KUL,BKI,,,,,,,,155681094,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:20.587,,,2022-05-07,
MH,,1427,,KBR,KUL,,,,,,,,155681095,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:20.740,,,2022-05-07,
MH,,2638,,KUL,BKI,,,,,,,,155681096,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:20.850,,,2022-05-07,
MH,,3014,,BKI,LDU,,,,,,,,155681097,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:20.960,,,2022-05-08,
MH,,3014,,BKI,LDU,,,,,,,,155681098,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:21.053,,,2022-05-08,
MH,,3013,,LDU,BKI,,,,,,,,155681099,54141712,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:21.180,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155681100,54141712,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:21.337,,,2022-05-28,
MH,,1396,,KUL,KBR,,,,,,,,155681101,54141712,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:06:58:21.510,,,2022-05-28,
MH,,1385,,KBR,KUL,,,,,,,,155681102,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:21.680,,,2022-06-04,
MH,,2614,,KUL,BKI,,,,,,,,155681103,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:21.803,,,2022-06-04,
MH,,3014,,BKI,LDU,,,,,,,,155681104,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:21.927,,,2022-06-05,
MH,,3016,,BKI,LDU,,,,,,,,155681105,54141712,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:22.037,,,2022-06-05,
MH,,2616,,KUL,BKI,,,,,,,,155681106,54141713,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:22.177,,,2022-05-22,
MH,,2621,,BKI,KUL,,,,,,,,155681107,54141713,,,,,,MH,1A,,,,,50,,NAU,,,,,,,,,,,,29MAY2022:06:58:22.333,,,2022-05-28,
MH,,2641,,BKI,KUL,,,,,,,,155681108,54141713,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:22.440,,,2022-05-28,
MH,,2639,,BKI,KUL,,,,,,,,155681109,54141713,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:22.550,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155681110,54141714,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:22.707,,,2022-05-28,
MH,,2614,,KUL,BKI,,,,,,,,155681111,54141714,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:22.833,,,2022-06-07,
MH,,2621,,BKI,KUL,,,,,,,,155681112,54141715,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:58:22.973,,,2022-05-28,
MH,,1336,,KUL,TGG,,,,,,,,155681113,54141715,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,2,MH,,,,29MAY2022:06:58:23.193,,,2022-05-28,
MH,,1327,,TGG,KUL,,,,,,,,155681114,54141715,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:23.363,,,2022-06-06,
MH,,2646,,KUL,BKI,,,,,,,,155681115,54141715,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:23.473,,,2022-06-06,
MH,,2640,,KUL,BKI,,,,,,,,155681116,54141716,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:23.613,,,2022-05-25,
MH,,2621,,BKI,KUL,,,,,,,,155681117,54141716,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:23.773,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155681118,54141717,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:23.977,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155681119,54141718,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:58:24.210,,,2022-05-28,
MH,,1396,,KUL,KBR,,,,,,,,155681120,54141718,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,2,MH,,,,29MAY2022:06:58:24.430,,,2022-05-28,
MH,,1427,,KBR,KUL,,,,,,,,155681121,54141718,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:24.630,,,2022-06-08,
MH,,2638,,KUL,BKI,,,,,,,,155681122,54141718,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:24.817,,,2022-06-08,
MH,,2621,,BKI,KUL,,,,,,,,155681123,54141719,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:58:25.020,,,2022-05-28,
MH,,2640,,KUL,BKI,,,,,,,,155681124,54141719,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:25.253,,,2022-06-02,
MH,,2638,,KUL,BKI,,,,,,,,155681125,54141719,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:25.427,,,2022-06-02,
MH,,2621,,BKI,KUL,,,,,,,,155681126,54141720,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:58:25.613,,,2022-05-28,
MH,,2640,,KUL,BKI,,,,,,,,155681127,54141720,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:25.833,,,2022-06-02,
MH,,2638,,KUL,BKI,,,,,,,,155681128,54141720,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:25.940,,,2022-06-02,
MH,,2621,,BKI,KUL,,,,,,,,155681129,54141721,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:26.083,,,2022-05-28,
MH,,2641,,BKI,KUL,,,,,,,,155681130,54141721,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:26.223,,,2022-05-28,
MH,,2607,,BKI,KUL,,,,,,,,155681131,54141721,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:26.473,,,2022-05-28,
MH,,2,,KUL,LHR,,,,,,,,155681132,54141721,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:26.630,,,2022-05-28,
MH,,3,,LHR,KUL,,,,,,,,155681133,54141721,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:58:26.880,,,2022-06-11,
MH,,2638,,KUL,BKI,,,,,,,,155681134,54141721,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:58:27.070,,,2022-06-12,
MH,,2621,,BKI,KUL,,,,,,,,155681135,54141722,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:27.303,,,2022-05-28,
MH,,2641,,BKI,KUL,,,,,,,,155681136,54141722,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:27.490,,,2022-05-28,
MH,,2607,,BKI,KUL,,,,,,,,155681137,54141722,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:27.740,,,2022-05-28,
MH,,2,,KUL,LHR,,,,,,,,155681138,54141722,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:27.910,,,2022-05-28,
MH,,3,,LHR,KUL,,,,,,,,155681139,54141722,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:58:28.160,,,2022-06-11,
MH,,2638,,KUL,BKI,,,,,,,,155681140,54141722,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:58:28.330,,,2022-06-12,
MH,,2614,,KUL,BKI,,,,,,,,155681141,54141723,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:28.487,,,2022-05-22,
MH,,2621,,BKI,KUL,,,,,,,,155681142,54141723,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:58:28.643,,,2022-05-28,
MH,,2647,,BKI,KUL,,,,,,,,155681143,54141723,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:28.707,,,2022-05-28,
MH,,2614,,KUL,BKI,,,,,,,,155681144,54141724,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:28.863,,,2022-05-22,
MH,,2621,,BKI,KUL,,,,,,,,155681145,54141724,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:58:29.033,,,2022-05-28,
MH,,2647,,BKI,KUL,,,,,,,,155681146,54141724,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:29.177,,,2022-05-28,
MH,,2614,,KUL,BKI,,,,,,,,155681147,54141725,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:29.427,,,2022-05-22,
MH,,2621,,BKI,KUL,,,,,,,,155681148,54141725,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:58:29.613,,,2022-05-28,
MH,,2647,,BKI,KUL,,,,,,,,155681149,54141725,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:29.753,,,2022-05-28,
MH,,2628,,KUL,BKI,,,,,,,,155681150,54141726,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32524E+12,1,MH,,,,29MAY2022:06:58:30.033,,,2022-05-22,
MH,,2639,,BKI,KUL,,,,,,,,155681151,54141726,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32524E+12,1,MH,,,,29MAY2022:06:58:30.223,,,2022-05-26,
MH,,2621,,BKI,KUL,,,,,,,,155681152,54141726,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:30.427,,,2022-05-28,
MH,,2607,,BKI,KUL,,,,,,,,155681153,54141726,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:30.550,,,2022-10-28,
MH,,2610,,KUL,BKI,,,,,,,,155681154,54141727,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:30.767,,,2022-05-27,
MH,,2621,,BKI,KUL,,,,,,,,155681155,54141727,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:30.967,,,2022-05-28,
MH,,2646,,KUL,BKI,,,,,,,,155681156,54141728,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:31.203,,,2022-05-24,
MH,,2611,,BKI,KUL,,,,,,,,155681157,54141728,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:31.373,,,2022-05-27,
MH,,2621,,BKI,KUL,,,,,,,,155681158,54141728,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:31.530,,,2022-05-28,
MH,,2637,,BKI,KUL,,,,,,,,155681159,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32332E+12,1,MH,,,,29MAY2022:06:58:31.733,,,2022-02-26,
MH,,1336,,KUL,TGG,,,,,,,,155681160,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32332E+12,2,MH,,,,29MAY2022:06:58:31.810,,,2022-02-26,
MH,,1327,,TGG,KUL,,,,,,,,155681161,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:31.923,,,2022-03-20,
MH,,2646,,KUL,BKI,,,,,,,,155681162,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:32.030,,,2022-03-20,
MH,,2621,,BKI,KUL,,,,,,,,155681163,54141729,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32332E+12,1,MH,,,,29MAY2022:06:58:32.140,,,2022-05-28,
MH,,1336,,KUL,TGG,,,,,,,,155681164,54141729,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32332E+12,2,MH,,,,29MAY2022:06:58:32.280,,,2022-05-28,
MH,,2663,,BKI,KUL,,,,,,,,155681165,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:32.407,,,2022-06-01,
MH,,1336,,KUL,TGG,,,,,,,,155681166,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:32.517,,,2022-06-01,
MH,,1327,,TGG,KUL,,,,,,,,155681167,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:32.610,,,2022-06-07,
MH,,2614,,KUL,BKI,,,,,,,,155681168,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:32.687,,,2022-06-07,
MH,,1327,,TGG,KUL,,,,,,,,155681169,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:32.797,,,2022-06-10,
MH,,2614,,KUL,BKI,,,,,,,,155681170,54141729,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:32.907,,,2022-06-10,
MH,,2637,,BKI,KUL,,,,,,,,155681171,54141730,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32332E+12,1,MH,,,,29MAY2022:06:58:33.093,,,2022-02-26,
MH,,1336,,KUL,TGG,,,,,,,,155681172,54141730,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32332E+12,2,MH,,,,29MAY2022:06:58:33.267,,,2022-02-26,
MH,,1327,,TGG,KUL,,,,,,,,155681173,54141730,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:33.390,,,2022-03-20,
MH,,2646,,KUL,BKI,,,,,,,,155681174,54141730,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:33.500,,,2022-03-20,
MH,,2621,,BKI,KUL,,,,,,,,155681175,54141730,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32332E+12,1,MH,,,,29MAY2022:06:58:33.610,,,2022-05-28,
MH,,1336,,KUL,TGG,,,,,,,,155681176,54141730,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32332E+12,2,MH,,,,29MAY2022:06:58:33.810,,,2022-05-28,
MH,,1327,,TGG,KUL,,,,,,,,155681177,54141730,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32332E+12,3,MH,,,,29MAY2022:06:58:33.963,,,2022-05-29,
