CPR_OTHERSEVICETYPE,CPR_SEATNUMBER1,CPR_SEATCHAR1,CPR_SEATCHAR2,ID_LEGLEVEL_LEGROUTING,ID_PREFLIGHT_SEATINFO,CPR_SEATNUMBER2,DWH_SNAPSHOTTIMESTAMP
PRE,026F,,,156346764,166173375,,29MAY2022:06:59:13.923
ASN,026F,,N,156346764,166173376,,29MAY2022:06:59:13.923
PRE,007F,,,156346767,166173377,,29MAY2022:06:59:14.003
ASN,007F,,N,156346767,166173378,,29MAY2022:06:59:14.003
PRE,026F,,,156346782,166173379,,29MAY2022:06:59:14.347
ASN,026F,,N,156346782,166173380,,29MAY2022:06:59:14.347
PRE,026B,,,156346784,166173381,,29MAY2022:06:59:14.393
PRE,026E,,,156346799,166173382,,29MAY2022:06:59:14.723
ASN,026E,,N,156346799,166173383,,29MAY2022:06:59:14.723
PRE,007E,,,156346802,166173384,,29MAY2022:06:59:14.847
ASN,007E,,N,156346802,166173385,,29MAY2022:06:59:14.847
PRE,007C,,,156346805,166173386,,29MAY2022:06:59:14.973
ASN,007C,,N,156346805,166173387,,29MAY2022:06:59:14.973
PRE,007C,,,156346806,166173388,,29MAY2022:06:59:15.007
ASN,007C,,,156346806,166173389,,29MAY2022:06:59:15.007
PRE,022F,,,156346807,166173390,,29MAY2022:06:59:15.037
ASN,022F,,N,156346807,166173391,,29MAY2022:06:59:15.037
ASN,016F,,N,156346808,166173392,,29MAY2022:06:59:15.053
PRE,,N,,156346809,166173393,,29MAY2022:06:59:15.100
ASN,026D,,N,156346809,166173394,,29MAY2022:06:59:15.100
PRE,011F,,,156346810,166173395,,29MAY2022:06:59:15.147
ASN,011F,,N,156346810,166173396,,29MAY2022:06:59:15.147
PRE,011C,,,156346811,166173397,,29MAY2022:06:59:15.193
ASN,011C,,N,156346811,166173398,,29MAY2022:06:59:15.193
PRE,011B,,,156346812,166173399,,29MAY2022:06:59:15.240
ASN,011B,,N,156346812,166173400,,29MAY2022:06:59:15.240
PRE,011A,,,156346813,166173401,,29MAY2022:06:59:15.273
ASN,011A,,,156346813,166173402,,29MAY2022:06:59:15.273
PRE,011A,,,156346814,166173403,,29MAY2022:06:59:15.320
ASN,011A,,N,156346814,166173404,,29MAY2022:06:59:15.320
PRE,011F,,,156346815,166173405,,29MAY2022:06:59:15.337
ASN,011F,,,156346815,166173406,,29MAY2022:06:59:15.337
PRE,005F,,,156346816,166173407,,29MAY2022:06:59:15.383
ASN,005F,,N,156346816,166173408,,29MAY2022:06:59:15.383
ASN,018F,,N,156346817,166173409,,29MAY2022:06:59:15.397
ASN,025E,,N,156346819,166173410,,29MAY2022:06:59:15.460
PRE,020C,,,156346820,166173411,,29MAY2022:06:59:15.490
ASN,020C,,N,156346820,166173412,,29MAY2022:06:59:15.490
PRE,016A,,,156346821,166173413,,29MAY2022:06:59:15.523
ASN,016A,,N,156346821,166173414,,29MAY2022:06:59:15.523
ASN,020F,,N,156346822,166173415,,29MAY2022:06:59:15.553
PRE,006D,,,156346825,166173416,,29MAY2022:06:59:15.647
ASN,006D,,N,156346825,166173417,,29MAY2022:06:59:15.647
PRE,023C,,,156346826,166173418,,29MAY2022:06:59:15.680
ASN,023C,,N,156346826,166173419,,29MAY2022:06:59:15.680
PRE,021C,,,156346828,166173420,,29MAY2022:06:59:15.740
ASN,021C,,N,156346828,166173421,,29MAY2022:06:59:15.740
PRE,026C,,,156346829,166173422,,29MAY2022:06:59:15.770
ASN,026C,,N,156346829,166173423,,29MAY2022:06:59:15.770
ASN,014D,EX,N,156346838,166173424,,29MAY2022:06:59:16.063
ASN,017A,,N,156346839,166173425,,29MAY2022:06:59:16.093
ASN,012B,EX,N,156346840,166173426,,29MAY2022:06:59:16.140
PRE,011E,,,156346841,166173427,,29MAY2022:06:59:16.190
ASN,011E,,N,156346841,166173428,,29MAY2022:06:59:16.190
PRE,010D,,,156346843,166173429,,29MAY2022:06:59:16.250
ASN,010D,,N,156346843,166173430,,29MAY2022:06:59:16.250
PRE,010E,,,156346845,166173431,,29MAY2022:06:59:16.313
ASN,010E,,N,156346845,166173432,,29MAY2022:06:59:16.313
PRE,011F,,,156346847,166173433,,29MAY2022:06:59:16.377
ASN,011F,,N,156346847,166173434,,29MAY2022:06:59:16.377
PRE,010F,,,156346849,166173435,,29MAY2022:06:59:16.440
ASN,010F,,N,156346849,166173436,,29MAY2022:06:59:16.440
PRE,021B,,,156346853,166173437,,29MAY2022:06:59:16.610
PRE,025A,,,156346858,166173438,,29MAY2022:06:59:16.720
ASN,025A,,N,156346858,166173439,,29MAY2022:06:59:16.720
PRE,,N,,156346862,166173440,,29MAY2022:06:59:16.860
ASN,015B,,N,156346862,166173441,,29MAY2022:06:59:16.860
PRE,,N,,156346863,166173442,,29MAY2022:06:59:16.907
ASN,018D,,N,156346863,166173443,,29MAY2022:06:59:16.907
PRE,015A,,,156346864,166173444,,29MAY2022:06:59:16.970
ASN,015A,,N,156346864,166173445,,29MAY2022:06:59:16.970
PRE,,N,,156346865,166173446,,29MAY2022:06:59:17.020
ASN,018E,,N,156346865,166173447,,29MAY2022:06:59:17.020
PRE,017A,,,156346866,166173448,,29MAY2022:06:59:17.033
ASN,024F,,N,156346872,166173449,,29MAY2022:06:59:17.207
ASN,025E,,N,156346873,166173450,,29MAY2022:06:59:17.253
ASN,010F,,N,156346874,166173451,,29MAY2022:06:59:17.283
ASN,002D,,N,156346875,166173452,,29MAY2022:06:59:17.313
ASN,012A,EX,N,156346876,166173453,,29MAY2022:06:59:17.347
PRE,007D,,,156346877,166173454,,29MAY2022:06:59:17.377
ASN,007D,,N,156346877,166173455,,29MAY2022:06:59:17.377
PRE,010C,,,156346878,166173456,,29MAY2022:06:59:17.410
ASN,010C,,N,156346878,166173457,,29MAY2022:06:59:17.410
PRE,018B,,,156346879,166173458,,29MAY2022:06:59:17.457
ASN,018B,,N,156346879,166173459,,29MAY2022:06:59:17.457
ASN,015E,,N,156346881,166173460,,29MAY2022:06:59:17.503
ASN,027F,,N,156346891,166173461,,29MAY2022:06:59:17.860
ASN,029F,,N,156346894,166173462,,29MAY2022:06:59:17.970
ASN,020F,,N,156346900,166173463,,29MAY2022:06:59:18.143
PRE,,N,,156346901,166173464,,29MAY2022:06:59:18.173
ASN,029A,,N,156346901,166173465,,29MAY2022:06:59:18.173
ASN,012E,EX,N,156346902,166173466,,29MAY2022:06:59:18.220
PRE,012C,,,156346903,166173467,,29MAY2022:06:59:18.253
ASN,012C,EX,N,156346903,166173468,,29MAY2022:06:59:18.253
PRE,001D,,,156346905,166173469,,29MAY2022:06:59:18.313
ASN,001D,,N,156346905,166173470,,29MAY2022:06:59:18.313
ASN,010D,,N,156346906,166173471,,29MAY2022:06:59:18.347
ASN,012D,EX,N,156346907,166173472,,29MAY2022:06:59:18.377
ASN,026A,,N,156346908,166173473,,29MAY2022:06:59:18.410
PRE,005B,,,156346912,166173474,,29MAY2022:06:59:18.580
ASN,005B,,N,156346912,166173475,,29MAY2022:06:59:18.580
PRE,005E,,,156346913,166173476,,29MAY2022:06:59:18.610
ASN,005E,,,156346913,166173477,,29MAY2022:06:59:18.610
PRE,005A,,,156346914,166173478,,29MAY2022:06:59:18.673
ASN,005A,,N,156346914,166173479,,29MAY2022:06:59:18.673
PRE,005F,,,156346915,166173480,,29MAY2022:06:59:18.770
ASN,005F,,,156346915,166173481,,29MAY2022:06:59:18.770
PRE,017F,,,156346916,166173482,,29MAY2022:06:59:18.843
ASN,017F,,N,156346916,166173483,,29MAY2022:06:59:18.843
PRE,014C,,,156346917,166173484,,29MAY2022:06:59:18.873
ASN,014C,EX,N,156346917,166173485,,29MAY2022:06:59:18.873
PRE,009A,,,156346921,166173486,,29MAY2022:06:59:19.017
ASN,009A,,N,156346921,166173487,,29MAY2022:06:59:19.017
PRE,009A,,,156346922,166173488,,29MAY2022:06:59:19.043
ASN,009A,,,156346922,166173489,,29MAY2022:06:59:19.043
PRE,028C,,,156346923,166173490,,29MAY2022:06:59:19.090
ASN,028C,,N,156346923,166173491,,29MAY2022:06:59:19.090
PRE,028B,,,156346932,166173492,,29MAY2022:06:59:19.327
ASN,028B,,N,156346932,166173493,,29MAY2022:06:59:19.327
PRE,028A,,,156346941,166173494,,29MAY2022:06:59:19.547
ASN,028A,,N,156346941,166173495,,29MAY2022:06:59:19.547
PRE,028D,,,156346950,166173496,,29MAY2022:06:59:19.780
ASN,028D,,N,156346950,166173497,,29MAY2022:06:59:19.780
ASN,016C,,N,156346968,166173498,,29MAY2022:06:59:21.453
PRE,016A,,,156346986,166173499,,29MAY2022:06:59:23.653
PRE,020F,,,156346990,166173500,,29MAY2022:06:59:24.233
ASN,020F,,N,156346990,166173501,,29MAY2022:06:59:24.233
PRE,008A,,,156346991,166173502,,29MAY2022:06:59:24.407
ASN,008A,,N,156346991,166173503,,29MAY2022:06:59:24.407
PRE,007A,,,156346992,166173504,,29MAY2022:06:59:24.547
ASN,007A,,,156346992,166173505,,29MAY2022:06:59:24.547
PRE,007A,,,156346993,166173506,,29MAY2022:06:59:24.703
ASN,007A,,,156346993,166173507,,29MAY2022:06:59:24.703
PRE,024C,,,156346994,166173508,,29MAY2022:06:59:24.917
ASN,024C,,N,156346994,166173509,,29MAY2022:06:59:24.917
PRE,006C,,,156347000,166173510,,29MAY2022:06:59:25.407
ASN,006C,,N,156347000,166173511,,29MAY2022:06:59:25.407
PRE,018C,,,156347001,166173512,,29MAY2022:06:59:25.500
ASN,018C,,N,156347001,166173513,,29MAY2022:06:59:25.500
PRE,005F,,,156347004,166173514,,29MAY2022:06:59:25.640
ASN,005F,,,156347004,166173515,,29MAY2022:06:59:25.640
PRE,005F,,,156347005,166173516,,29MAY2022:06:59:25.670
ASN,005F,,,156347005,166173517,,29MAY2022:06:59:25.670
PRE,001F,,,156347006,166173518,,29MAY2022:06:59:25.703
ASN,001F,,N,156347006,166173519,,29MAY2022:06:59:25.703
PRE,001F,,,156347007,166173520,,29MAY2022:06:59:25.733
ASN,001F,,N,156347007,166173521,,29MAY2022:06:59:25.733
PRE,018A,,,156347008,166173522,,29MAY2022:06:59:25.780
ASN,018A,,N,156347008,166173523,,29MAY2022:06:59:25.780
ASN,027E,,N,156347010,166173524,,29MAY2022:06:59:25.843
ASN,023F,,N,156347011,166173525,,29MAY2022:06:59:25.873
ASN,027D,,N,156347012,166173526,,29MAY2022:06:59:25.907
ASN,023E,,N,156347013,166173527,,29MAY2022:06:59:25.953
PRE,005F,,,156347014,166173528,,29MAY2022:06:59:25.983
PRE,005D,,,156347015,166173529,,29MAY2022:06:59:26.017
ASN,014A,EX,N,156347016,166173530,,29MAY2022:06:59:26.063
PRE,004F,,,156347019,166173531,,29MAY2022:06:59:26.173
ASN,004F,,N,156347019,166173532,,29MAY2022:06:59:26.173
PRE,004F,,,156347022,166173533,,29MAY2022:06:59:26.250
ASN,004F,,N,156347022,166173534,,29MAY2022:06:59:26.250
PRE,006A,,,156347023,166173535,,29MAY2022:06:59:26.283
ASN,006A,,N,156347023,166173536,,29MAY2022:06:59:26.283
PRE,014B,,,156347024,166173537,,29MAY2022:06:59:26.330
ASN,014B,EX,N,156347024,166173538,,29MAY2022:06:59:26.330
PRE,021A,,,156347026,166173539,,29MAY2022:06:59:26.390
ASN,021A,,N,156347026,166173540,,29MAY2022:06:59:26.390
PRE,015C,,,156347027,166173541,,29MAY2022:06:59:26.423
ASN,015C,,N,156347027,166173542,,29MAY2022:06:59:26.423
PRE,009F,,,156347028,166173543,,29MAY2022:06:59:26.470
ASN,009F,,N,156347028,166173544,,29MAY2022:06:59:26.470
ASN,022D,,N,156347031,166173545,,29MAY2022:07:08:48.863
ASN,018F,,N,156347033,166173546,,29MAY2022:07:08:49.130
PRE,012F,,,156347034,166173547,,29MAY2022:07:08:49.333
ASN,012F,EX,N,156347034,166173548,,29MAY2022:07:08:49.333
PRE,012F,,,156347035,166173549,,29MAY2022:07:08:49.520
ASN,012F,EX,N,156347035,166173550,,29MAY2022:07:08:49.520
PRE,007D,,,156347037,166173551,,29MAY2022:07:08:49.897
ASN,007D,,,156347037,166173552,,29MAY2022:07:08:49.910
PRE,007C,,,156347038,166173553,,29MAY2022:07:08:50.083
ASN,007C,,,156347038,166173554,,29MAY2022:07:08:50.083
ASN,026B,,N,156347045,166173555,,29MAY2022:07:08:51.400
ASN,023A,,N,156347046,166173556,,29MAY2022:07:08:51.617
PRE,005A,,,156347051,166173557,,29MAY2022:07:08:52.727
ASN,005A,,N,156347051,166173558,,29MAY2022:07:08:52.727
PRE,025F,,,156347052,166173559,,29MAY2022:07:08:52.947
ASN,025F,,N,156347052,166173560,,29MAY2022:07:08:52.947
ASN,024F,,N,156347053,166173561,,29MAY2022:07:08:53.150
ASN,023A,,N,156347054,166173562,,29MAY2022:07:08:53.603
PRE,005F,,,156347056,166173563,,29MAY2022:07:08:54.037
ASN,005F,,N,156347056,166173564,,29MAY2022:07:08:54.037
PRE,011F,,,156347057,166173565,,29MAY2022:07:08:54.240
ASN,011F,,N,156347057,166173566,,29MAY2022:07:08:54.240
PRE,017F,,,156347059,166173567,,29MAY2022:07:08:55.897
ASN,017F,,N,156347059,166173568,,29MAY2022:07:08:55.897
PRE,006A,,,156347061,166173569,,29MAY2022:07:08:56.537
ASN,006A,,N,156347061,166173570,,29MAY2022:07:08:56.537
PRE,006C,,,156347062,166173571,,29MAY2022:07:08:56.923
ASN,006C,,N,156347062,166173572,,29MAY2022:07:08:56.923
PRE,006C,,,156347063,166173573,,29MAY2022:07:08:57.140
ASN,006C,,N,156347063,166173574,,29MAY2022:07:08:57.140
PRE,028E,,,156347066,166173575,,29MAY2022:07:08:57.640
ASN,028E,,N,156347066,166173576,,29MAY2022:07:08:57.640
PRE,029F,,,156347067,166173577,,29MAY2022:07:08:57.860
ASN,029F,,N,156347067,166173578,,29MAY2022:07:08:57.860
ASN,023B,,N,156347068,166173579,,29MAY2022:07:08:58.033
PRE,025F,,,156347069,166173580,,29MAY2022:07:08:58.253
ASN,025F,,N,156347069,166173581,,29MAY2022:07:08:58.253
ASN,023D,,N,156347070,166173582,,29MAY2022:07:08:58.457
ASN,024D,,N,156347071,166173583,,29MAY2022:07:08:58.690
ASN,011D,,N,156347072,166173584,,29MAY2022:07:08:58.893
PRE,023F,,,156347073,166173585,,29MAY2022:07:08:59.080
ASN,023F,,N,156347073,166173586,,29MAY2022:07:08:59.080
PRE,015E,,,156347074,166173587,,29MAY2022:07:08:59.313
ASN,015E,,N,156347074,166173588,,29MAY2022:07:08:59.313
PRE,015B,,,156347075,166173589,,29MAY2022:07:09:00.940
ASN,015B,,N,156347075,166173590,,29MAY2022:07:09:00.940
PRE,015F,,,156347076,166173591,,29MAY2022:07:09:01.270
ASN,015F,,N,156347076,166173592,,29MAY2022:07:09:01.270
PRE,015A,,,156347077,166173593,,29MAY2022:07:09:01.583
ASN,015A,,N,156347077,166173594,,29MAY2022:07:09:01.583
PRE,015D,,,156347078,166173595,,29MAY2022:07:09:01.850
ASN,015D,,N,156347078,166173596,,29MAY2022:07:09:01.850
PRE,015C,,,156347079,166173597,,29MAY2022:07:09:02.100
ASN,015C,,N,156347079,166173598,,29MAY2022:07:09:02.100
PRE,001F,,,156347080,166173599,,29MAY2022:07:09:02.550
ASN,001F,,N,156347080,166173600,,29MAY2022:07:09:02.550
PRE,001D,,,156347082,166173601,,29MAY2022:07:09:03.187
ASN,001D,,N,156347082,166173602,,29MAY2022:07:09:03.187
PRE,010E,,,156347084,166173603,,29MAY2022:07:09:03.547
ASN,010E,,N,156347084,166173604,,29MAY2022:07:09:03.547
PRE,010F,,,156347085,166173605,,29MAY2022:07:09:03.860
ASN,010F,,N,156347085,166173606,,29MAY2022:07:09:03.860
PRE,009C,,,156347086,166173607,,29MAY2022:07:09:04.000
ASN,009C,,N,156347086,166173608,,29MAY2022:07:09:04.000
PRE,009C,,,156347087,166173609,,29MAY2022:07:09:04.127
ASN,009C,,N,156347087,166173610,,29MAY2022:07:09:04.127
ASN,026A,,N,156347088,166173611,,29MAY2022:07:09:04.347
ASN,028F,,N,156347089,166173612,,29MAY2022:07:09:04.550
PRE,,N,,156347090,166173613,,29MAY2022:07:09:04.750
ASN,022E,,N,156347090,166173614,,29MAY2022:07:09:04.750
ASN,029A,,N,156347092,166173615,,29MAY2022:07:09:05.127
ASN,019F,,N,156347093,166173616,,29MAY2022:07:09:05.283
PRE,004F,,,156347094,166173617,,29MAY2022:07:09:05.550
ASN,004F,,N,156347094,166173618,,29MAY2022:07:09:05.550
PRE,011C,,,156347095,166173619,,29MAY2022:07:09:06.060
ASN,011C,,N,156347095,166173620,,29MAY2022:07:09:06.060
PRE,049J,,,156347096,166173621,,29MAY2022:07:09:06.230
ASN,049J,,,156347096,166173622,,29MAY2022:07:09:06.230
PRE,047B,,,156347097,166173623,,29MAY2022:07:09:06.403
ASN,047B,,,156347097,166173624,,29MAY2022:07:09:06.403
PRE,006D,,,156347098,166173625,,29MAY2022:07:09:06.637
ASN,006D,,N,156347098,166173626,,29MAY2022:07:09:06.637
PRE,008D,,,156347099,166173627,,29MAY2022:07:09:06.950
ASN,008D,,N,156347099,166173628,,29MAY2022:07:09:06.950
PRE,008E,,,156347101,166173629,,29MAY2022:07:09:07.577
ASN,008E,,N,156347101,166173630,,29MAY2022:07:09:07.577
PRE,009D,,,156347103,166173631,,29MAY2022:07:09:08.030
ASN,009D,,N,156347103,166173632,,29MAY2022:07:09:08.030
PRE,009D,,,156347104,166173633,,29MAY2022:07:09:08.310
ASN,009D,,N,156347104,166173634,,29MAY2022:07:09:08.327
PRE,023D,,,156347105,166173635,,29MAY2022:07:09:08.713
ASN,018B,,N,156347107,166173636,,29MAY2022:07:09:09.243
ASN,017A,,N,156347108,166173637,,29MAY2022:07:09:09.510
PRE,008D,,,156347111,166173638,,29MAY2022:07:09:10.310
ASN,008D,,N,156347111,166173639,,29MAY2022:07:09:10.310
ASN,027B,,N,156347118,166173640,,29MAY2022:07:09:11.560
ASN,022F,,N,156347119,166173641,,29MAY2022:07:09:11.727
ASN,010D,,N,156347121,166173642,,29MAY2022:07:09:12.100
PRE,010D,,,156347123,166173643,,29MAY2022:07:09:12.473
ASN,010D,,N,156347123,166173644,,29MAY2022:07:09:12.473
PRE,004B,,,156347124,166173645,,29MAY2022:07:09:12.660
ASN,004B,,,156347124,166173646,,29MAY2022:07:09:12.660
PRE,003B,,,156347125,166173647,,29MAY2022:07:09:12.820
ASN,003B,,,156347125,166173648,,29MAY2022:07:09:12.820
PRE,007B,,,156347126,166173649,,29MAY2022:07:09:13.037
ASN,007B,,,156347126,166173650,,29MAY2022:07:09:13.037
PRE,001F,,,156347130,166173651,,29MAY2022:07:09:13.897
PRE,002D,,,156347133,166173652,,29MAY2022:07:09:14.303
ASN,002D,,,156347133,166173653,,29MAY2022:07:09:14.303
PRE,006B,,,156347136,166173654,,29MAY2022:07:09:14.680
ASN,006B,,,156347136,166173655,,29MAY2022:07:09:14.680
PRE,002B,,,156347137,166173656,,29MAY2022:07:09:14.870
ASN,002B,,,156347137,166173657,,29MAY2022:07:09:14.870
PRE,023E,,,156347138,166173658,,29MAY2022:07:09:15.167
PRE,025D,,,156347140,166173659,,29MAY2022:07:09:15.570
ASN,025D,,N,156347140,166173660,,29MAY2022:07:09:15.570
PRE,029C,,,156347141,166173661,,29MAY2022:07:09:15.740
ASN,029C,,N,156347141,166173662,,29MAY2022:07:09:15.740
PRE,012A,,,156347142,166173663,,29MAY2022:07:09:15.990
ASN,012A,EX,N,156347142,166173664,,29MAY2022:07:09:15.990
PRE,005C,,,156347143,166173665,,29MAY2022:07:09:16.227
ASN,005C,,N,156347143,166173666,,29MAY2022:07:09:16.227
ASN,023D,,N,156347144,166173667,,29MAY2022:07:09:16.477
PRE,002A,,,156347145,166173668,,29MAY2022:07:09:16.663
ASN,002A,,N,156347145,166173669,,29MAY2022:07:09:16.663
PRE,002C,,,156347146,166173670,,29MAY2022:07:09:16.820
ASN,002C,,N,156347146,166173671,,29MAY2022:07:09:16.820
ASN,021B,,N,156347149,166173672,,29MAY2022:07:09:17.367
PRE,021C,,,156347150,166173673,,29MAY2022:07:09:17.617
ASN,021C,,N,156347150,166173674,,29MAY2022:07:09:17.617
ASN,022A,,N,156347151,166173675,,29MAY2022:07:09:17.817
ASN,029D,,N,156347152,166173676,,29MAY2022:07:09:18.100
PRE,022C,,,156347153,166173677,,29MAY2022:07:09:18.347
ASN,022C,,N,156347153,166173678,,29MAY2022:07:09:18.347
PRE,007A,,,156347155,166173679,,29MAY2022:07:09:18.767
ASN,007A,,N,156347155,166173680,,29MAY2022:07:09:18.767
ASN,001D,,N,156347170,166173681,,29MAY2022:07:09:21.550
ASN,001F,,N,156347189,166173682,,29MAY2022:07:09:27.203
PRE,021A,,,156347194,166173683,,29MAY2022:07:09:28.123
ASN,021A,,N,156347194,166173684,,29MAY2022:07:09:28.123
PRE,,N,,156347195,166173685,,29MAY2022:07:09:30.203
ASN,017D,,N,156347195,166173686,,29MAY2022:07:09:30.203
ASN,010C,,N,156347196,166173687,,29MAY2022:07:09:30.800
PRE,003F,,,156347197,166173688,,29MAY2022:07:09:31.067
ASN,003F,,N,156347197,166173689,,29MAY2022:07:09:31.067
PRE,002A,,,156347200,166173690,,29MAY2022:07:09:31.510
ASN,002A,,N,156347200,166173691,,29MAY2022:07:09:31.510
PRE,008F,,,156347201,166173692,,29MAY2022:07:09:31.743
ASN,008F,,N,156347201,166173693,,29MAY2022:07:09:31.743
ASN,008F,,N,156347203,166173694,,29MAY2022:07:09:32.417
ASN,003C,,N,156347207,166173695,,29MAY2022:07:09:33.040
ASN,003A,,N,156347213,166173696,,29MAY2022:07:09:33.753
ASN,010A,,N,156347218,166173697,,29MAY2022:07:09:34.367
ASN,011B,,N,156347219,166173698,,29MAY2022:07:09:34.573
ASN,010B,,N,156347220,166173699,,29MAY2022:07:09:34.777
ASN,021E,,N,156347221,166173700,,29MAY2022:07:09:34.997
ASN,011C,,N,156347222,166173701,,29MAY2022:07:09:35.120
ASN,027C,,N,156347223,166173702,,29MAY2022:07:09:35.213
ASN,019C,,N,156347224,166173703,,29MAY2022:07:09:35.400
PRE,008C,,,156347225,166173704,,29MAY2022:07:09:35.637
ASN,008C,,N,156347225,166173705,,29MAY2022:07:09:35.637
PRE,007D,,,156347226,166173706,,29MAY2022:07:09:35.913
ASN,007D,,N,156347226,166173707,,29MAY2022:07:09:35.913
PRE,007F,,,156347227,166173708,,29MAY2022:07:09:36.150
ASN,007F,,N,156347227,166173709,,29MAY2022:07:09:36.150
PRE,007E,,,156347228,166173710,,29MAY2022:07:09:36.460
ASN,007E,,N,156347228,166173711,,29MAY2022:07:09:36.460
PRE,007B,,,156347229,166173712,,29MAY2022:07:09:36.770
ASN,007B,,N,156347229,166173713,,29MAY2022:07:09:36.770
PRE,021F,,,156347230,166173714,,29MAY2022:07:09:37.067
ASN,021F,,N,156347230,166173715,,29MAY2022:07:09:37.083
ASN,029E,,N,156347231,166173716,,29MAY2022:07:09:37.257
PRE,022D,,,156347232,166173717,,29MAY2022:07:09:37.397
ASN,022D,,N,156347232,166173718,,29MAY2022:07:09:37.397
PRE,018C,,,156347234,166173719,,29MAY2022:07:09:37.460
ASN,018C,,N,156347234,166173720,,29MAY2022:07:09:37.460
PRE,018D,,,156347235,166173721,,29MAY2022:07:09:37.490
ASN,018D,,,156347235,166173722,,29MAY2022:07:09:37.490
ASN,012C,EX,N,156347236,166173723,,29MAY2022:07:09:37.523
ASN,017C,,N,156347237,166173724,,29MAY2022:07:09:37.570
ASN,016B,,N,156347238,166173725,,29MAY2022:07:09:37.617
PRE,016C,,,156347240,166173726,,29MAY2022:07:09:37.897
ASN,016C,,N,156347240,166173727,,29MAY2022:07:09:37.897
PRE,023A,,,156347244,166173728,,29MAY2022:07:09:38.117
ASN,023A,,N,156347244,166173729,,29MAY2022:07:09:38.117
PRE,024A,,,156347245,166173730,,29MAY2022:07:09:38.147
ASN,024A,,N,156347245,166173731,,29MAY2022:07:09:38.147
ASN,028C,,N,156347246,166173732,,29MAY2022:07:09:38.210
ASN,028B,,N,156347247,166173733,,29MAY2022:07:09:38.273
ASN,028A,,N,156347248,166173734,,29MAY2022:07:09:38.303
PRE,003D,,,156347249,166173735,,29MAY2022:07:09:38.333
ASN,003D,,N,156347249,166173736,,29MAY2022:07:09:38.333
PRE,003F,,,156347250,166173737,,29MAY2022:07:09:38.367
ASN,003F,,N,156347250,166173738,,29MAY2022:07:09:38.367
PRE,011A,,,156347254,166173739,,29MAY2022:07:09:38.537
ASN,011A,,N,156347254,166173740,,29MAY2022:07:09:38.537
PRE,022F,,,156347256,166173741,,29MAY2022:07:09:38.663
ASN,022F,,,156347256,166173742,,29MAY2022:07:09:38.663
PRE,020G,,,156347257,166173743,,29MAY2022:07:09:38.753
ASN,020G,,,156347257,166173744,,29MAY2022:07:09:38.753
PRE,,N,,156347258,166173745,,29MAY2022:07:09:38.847
ASN,016A,,N,156347258,166173746,,29MAY2022:07:09:38.847
PRE,003A,,,156347259,166173747,,29MAY2022:07:09:38.880
ASN,003A,,N,156347259,166173748,,29MAY2022:07:09:38.880
PRE,004A,,,156347262,166173749,,29MAY2022:07:09:38.990
ASN,004A,,N,156347262,166173750,,29MAY2022:07:09:38.990
PRE,016F,,,156347263,166173751,,29MAY2022:07:09:39.020
ASN,016F,,N,156347263,166173752,,29MAY2022:07:09:39.020
PRE,005E,,,156347264,166173753,,29MAY2022:07:09:39.050
ASN,005E,,N,156347264,166173754,,29MAY2022:07:09:39.050
ASN,007B,,N,156347266,166173755,,29MAY2022:07:09:39.097
ASN,021A,,N,156347267,166173756,,29MAY2022:07:09:39.130
PRE,011F,,,156347268,166173757,,29MAY2022:07:09:39.160
ASN,011F,,N,156347268,166173758,,29MAY2022:07:09:39.160
PRE,009E,,,156347270,166173759,,29MAY2022:07:09:39.253
ASN,009E,,N,156347270,166173760,,29MAY2022:07:09:39.253
PRE,009F,,,156347272,166173761,,29MAY2022:07:09:39.330
ASN,009F,,N,156347272,166173762,,29MAY2022:07:09:39.330
ASN,009B,,N,156347274,166173763,,29MAY2022:07:09:39.410
ASN,009A,,N,156347276,166173764,,29MAY2022:07:09:39.580
ASN,002A,,N,156347278,166173765,,29MAY2022:07:09:40.410
ASN,021B,,N,156347279,166173766,,29MAY2022:07:09:41.600
ASN,015D,,N,156347282,166173767,,29MAY2022:07:09:41.707
ASN,002F,,N,156347283,166173768,,29MAY2022:07:09:41.813
PRE,024C,,,156347288,166173769,,29MAY2022:07:09:42.063
ASN,024E,,N,156347288,166173770,,29MAY2022:07:09:42.063
PRE,024F,,,156347292,166173771,,29MAY2022:07:09:42.157
