CPR_ORIGIN,CPR_DESTINATION,ID_LEGLEVEL_LEGROUTING,CPR_IDENTITERMINAL,CPR_LOCIDENTERMINAL,CPR_TRANSSTAGEQUALIFIER,CPR_AIRLINEDESIGNATOR,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_UNIQUEREFERENCE,CPR_ATTRIBUTETYPE,CPR_ATTRIDESCRIPTION,CPR_CLASSDESIGNATOR,CPR_TYPE1,CPR_TYPE2,CPR_VALUE1,CPR_VALUE2,CPR_TEXTSUBQUALIFIER,CPR_CODEDLANGUAGE,CPR_CODEDSOURCE,CPR_ENCODING,CPR_TEXTFREETEXT,CPR_ACTIONREQCODE,CPR_TEXTSEMANTIC,CPR_TEXTLANGUAGE,CPR_TEXTSOURCE,CPR_TEXTENCODING,CPR_FREETEXT,CPR_CLSOFSERVICE,ID_PRODUCTLEVEL,CPR_COACHNUMBER,CPR_TEXTSUBQUALIFIER1,CPR_INFORMATIONTYPE1,CPR_CODEDLANGUAGE1,CPR_CODEDSOURCE1,CPR_ENCODING1,CPR_FREETEXT1,CPR_CODEDINDICATOR,CPR_CODEDACTION,CPR_CODEDSTATUSREASON,CPR_SEATNUMBER,DWH_SNAPSHOTTIMESTAMP
KUL,BKI,156346242,,,,,,,,,,,,,,,,,,,,,,,,,,,155681019,,,,,,,,PPD,0,,,29MAY2022:06:58:11.947
BKI,LDU,156346243,,,,,,,,,,,,,,,,,,,,,,,,,,,155681020,,,,,,,,PPD,0,,,29MAY2022:06:58:12.077
BKI,LDU,156346244,,,,,,,,,,,,,,,,,,,,,,,,,,,155681021,,,,,,,,PPD,0,,,29MAY2022:06:58:12.187
LDU,BKI,156346245,,,,,,,,,,,,,,,,,,,,,,,,,,,155681022,,,,,,,,PPD,0,,,29MAY2022:06:58:12.293
LDU,BKI,156346246,,,,,,,,,,,,,,,,,,,,,,,,,,,155681023,,,,,,,,PPD,0,,,29MAY2022:06:58:12.437
BKI,KUL,156346247,,,,,,,,,,,,,,,,,,,,,,,,,,,155681024,,,,,,,,PPD,0,,,29MAY2022:06:58:12.547
KUL,KBR,156346248,,,,,,,,,,,,,,,,,,,,,,,,,,,155681025,,,,,,,,PPD,0,,,29MAY2022:06:58:12.653
LDU,BKI,156346249,,,,,,,,,,,,,,,,,,,,,,,,,,,155681026,,,,,,,,PPD,0,,,29MAY2022:06:58:12.747
LDU,BKI,156346250,,,,,,,,,,,,,,,,,,,,,,,,,,,155681027,,,,,,,,PPD,0,,,29MAY2022:06:58:12.853
BKI,KUL,156346251,,,,,,,,,,,,,,,,,,,,,,,,,,,155681028,,,,,,,,PPD,0,,,29MAY2022:06:58:12.950
KUL,KBR,156346252,,,,,,,,,,,,,,,,,,,,,,,,,,,155681029,,,,,,,,PPD,0,,,29MAY2022:06:58:13.057
KBR,KUL,156346253,,,,,,,,,,,,,,,,,,,,,,,,,,,155681030,,,,,,,,PPD,0,,,29MAY2022:06:58:13.183
KUL,BKI,156346254,,,,,,,,,,,,,,,,,,,,,,,,,,,155681031,,,,,,,,PPD,0,,,29MAY2022:06:58:13.290
KBR,KUL,156346255,,,,,,,,,,,,,,,,,,,,,,,,,,,155681032,,,,,,,,PPD,0,,,29MAY2022:06:58:13.400
KUL,BKI,156346256,,,,,,,,,,,,,,,,,,,,,,,,,,,155681033,,,,,,,,PPD,0,,,29MAY2022:06:58:13.510
BKI,LDU,156346257,,,,,,,,,,,,,,,,,,,,,,,,,,,155681034,,,,,,,,PPD,0,,,29MAY2022:06:58:13.603
BKI,LDU,156346258,,,,,,,,,,,,,,,,,,,,,,,,,,,155681035,,,,,,,,PPD,0,,,29MAY2022:06:58:13.717
LDU,BKI,156346259,,1,,,,,,,,,4,,LDU-030,,,,,,,,,,,,,,155681036,,,,,,,,PPD,0,,,29MAY2022:06:58:13.840
BKI,KUL,156346260,1,M,,,,,,,,,4,,BKI-097,,,,,,,,,,,,,,155681037,,,,,,,,PPD,0,,,29MAY2022:06:58:14.013
KUL,KBR,156346261,M,,,,,,,,,,4,,KUL-066,,,,,,,,,,,,,,155681038,,,,,,,,PPD,0,,,29MAY2022:06:58:14.190
KBR,KUL,156346262,,,,,,,,,,,,,,,,,,,,,,,,,,,155681039,,,,,,,,PPD,0,,,29MAY2022:06:58:14.330
KUL,BKI,156346263,,,,,,,,,,,,,,,,,,,,,,,,,,,155681040,,,,,,,,PPD,0,,,29MAY2022:06:58:14.453
BKI,LDU,156346264,,,,,,,,,,,,,,,,,,,,,,,,,,,155681041,,,,,,,,PPD,0,,,29MAY2022:06:58:14.563
BKI,LDU,156346265,,,,,,,,,,,,,,,,,,,,,,,,,,,155681042,,,,,,,,PPD,0,,,29MAY2022:06:58:14.610
LDU,BKI,156346266,,,,,,,,,,,,,,,,,,,,,,,,,,,155681043,,,,,,,,PPD,0,,,29MAY2022:06:58:14.737
BKI,KUL,156346267,,,,,,,,,,,,,,,,,,,,,,,,,,,155681044,,,,,,,,PPD,0,,,29MAY2022:06:58:14.813
KUL,KBR,156346268,,,,,,,,,,,,,,,,,,,,,,,,,,,155681045,,,,,,,,PPD,0,,,29MAY2022:06:58:14.940
LDU,BKI,156346269,,,,,,,,,,,,,,,,,,,,,,,,,,,155681046,,,,,,,,PPD,0,,,29MAY2022:06:58:15.047
LDU,BKI,156346270,,,,,,,,,,,,,,,,,,,,,,,,,,,155681047,,,,,,,,PPD,0,,,29MAY2022:06:58:15.190
BKI,KUL,156346271,,,,,,,,,,,,,,,,,,,,,,,,,,,155681048,,,,,,,,PPD,0,,,29MAY2022:06:58:15.297
KUL,KBR,156346272,,,,,,,,,,,,,,,,,,,,,,,,,,,155681049,,,,,,,,PPD,0,,,29MAY2022:06:58:15.423
KBR,KUL,156346273,,,,,,,,,,,,,,,,,,,,,,,,,,,155681050,,,,,,,,PPD,0,,,29MAY2022:06:58:15.547
KUL,BKI,156346274,,,,,,,,,,,,,,,,,,,,,,,,,,,155681051,,,,,,,,PPD,0,,,29MAY2022:06:58:15.653
KBR,KUL,156346275,,,,,,,,,,,,,,,,,,,,,,,,,,,155681052,,,,,,,,PPD,0,,,29MAY2022:06:58:15.780
KUL,BKI,156346276,,,,,,,,,,,,,,,,,,,,,,,,,,,155681053,,,,,,,,PPD,0,,,29MAY2022:06:58:15.900
BKI,LDU,156346277,,,,,,,,,,,,,,,,,,,,,,,,,,,155681054,,,,,,,,PPD,0,,,29MAY2022:06:58:15.980
BKI,LDU,156346278,,,,,,,,,,,,,,,,,,,,,,,,,,,155681055,,,,,,,,PPD,0,,,29MAY2022:06:58:16.090
LDU,BKI,156346279,,1,,,,,,,,,4,,LDU-031,,,,,,,,,,,,,,155681056,,,,,,,,PPD,0,,,29MAY2022:06:58:16.153
BKI,KUL,156346280,1,M,,,,,,,,,4,,BKI-098,,,,,,,,,,,,,,155681057,,,,,,,,PPD,0,,,29MAY2022:06:58:16.310
KUL,KBR,156346281,M,,,,,,,,,,4,,KUL-067,,,,,,,,,,,,,,155681058,,,,,,,,PPD,0,,,29MAY2022:06:58:16.467
KBR,KUL,156346282,,,,,,,,,,,,,,,,,,,,,,,,,,,155681059,,,,,,,,PPD,0,,,29MAY2022:06:58:16.607
KUL,BKI,156346283,,,,,,,,,,,,,,,,,,,,,,,,,,,155681060,,,,,,,,PPD,0,,,29MAY2022:06:58:16.700
BKI,LDU,156346284,,,,,,,,,,,,,,,,,,,,,,,,,,,155681061,,,,,,,,PPD,0,,,29MAY2022:06:58:16.797
BKI,LDU,156346285,,,,,,,,,,,,,,,,,,,,,,,,,,,155681062,,,,,,,,PPD,0,,,29MAY2022:06:58:16.907
LDU,BKI,156346286,,,,,,,,,,,,,,,,,,,,,,,,,,,155681063,,,,,,,,PPD,0,,,29MAY2022:06:58:17.030
BKI,KUL,156346287,,,,,,,,,,,,,,,,,,,,,,,,,,,155681064,,,,,,,,PPD,0,,,29MAY2022:06:58:17.123
KUL,KBR,156346288,,,,,,,,,,,,,,,,,,,,,,,,,,,155681065,,,,,,,,PPD,0,,,29MAY2022:06:58:17.233
LDU,BKI,156346289,,,,,,,,,,,,,,,,,,,,,,,,,,,155681066,,,,,,,,PPD,0,,,29MAY2022:06:58:17.343
LDU,BKI,156346290,,,,,,,,,,,,,,,,,,,,,,,,,,,155681067,,,,,,,,PPD,0,,,29MAY2022:06:58:17.453
BKI,KUL,156346291,,,,,,,,,,,,,,,,,,,,,,,,,,,155681068,,,,,,,,PPD,0,,,29MAY2022:06:58:17.563
KUL,KBR,156346292,,,,,,,,,,,,,,,,,,,,,,,,,,,155681069,,,,,,,,PPD,0,,,29MAY2022:06:58:17.673
KBR,KUL,156346293,,,,,,,,,,,,,,,,,,,,,,,,,,,155681070,,,,,,,,PPD,0,,,29MAY2022:06:58:17.783
KUL,BKI,156346294,,,,,,,,,,,,,,,,,,,,,,,,,,,155681071,,,,,,,,PPD,0,,,29MAY2022:06:58:17.890
KBR,KUL,156346295,,,,,,,,,,,,,,,,,,,,,,,,,,,155681072,,,,,,,,PPD,0,,,29MAY2022:06:58:18.000
KUL,BKI,156346296,,,,,,,,,,,,,,,,,,,,,,,,,,,155681073,,,,,,,,PPD,0,,,29MAY2022:06:58:18.110
BKI,LDU,156346297,,,,,,,,,,,,,,,,,,,,,,,,,,,155681074,,,,,,,,PPD,0,,,29MAY2022:06:58:18.220
BKI,LDU,156346298,,,,,,,,,,,,,,,,,,,,,,,,,,,155681075,,,,,,,,PPD,0,,,29MAY2022:06:58:18.330
LDU,BKI,156346299,,1,,,,,,,,,,,,,,,,,,,,,,,,,155681076,,,,,,,,PPD,0,,,29MAY2022:06:58:18.470
BKI,KUL,156346300,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681077,,,,,,,,PPD,0,,,29MAY2022:06:58:18.597
KUL,KBR,156346301,M,,,,,,,,,,,,,,,,,,,,,,,,,,155681078,,,,,,,,PPD,0,,,29MAY2022:06:58:18.723
BKI,KUL,156346302,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681079,,,,,,,,PPD,0,,,29MAY2022:06:58:18.863
KUL,KBR,156346303,M,,,,,,,,,,,,,,,,,,,,,,,,,,155681080,,,,,,,,PPD,0,,,29MAY2022:06:58:19.020
KBR,KUL,156346304,,,,,,,,,,,,,,,,,,,,,,,,,,,155681081,,,,,,,,PPD,0,,,29MAY2022:06:58:19.113
KUL,BKI,156346305,,,,,,,,,,,,,,,,,,,,,,,,,,,155681082,,,,,,,,PPD,0,,,29MAY2022:06:58:19.240
BKI,LDU,156346306,,,,,,,,,,,,,,,,,,,,,,,,,,,155681083,,,,,,,,PPD,0,,,29MAY2022:06:58:19.350
BKI,LDU,156346307,,,,,,,,,,,,,,,,,,,,,,,,,,,155681084,,,,,,,,PPD,0,,,29MAY2022:06:58:19.460
LDU,BKI,156346308,,,,,,,,,,,,,,,,,,,,,,,,,,,155681085,,,,,,,,PPD,0,,,29MAY2022:06:58:19.567
LDU,BKI,156346309,,,,,,,,,,,,,,,,,,,,,,,,,,,155681086,,,,,,,,PPD,0,,,29MAY2022:06:58:19.677
BKI,KUL,156346310,,,,,,,,,,,,,,,,,,,,,,,,,,,155681087,,,,,,,,PPD,0,,,29MAY2022:06:58:19.757
KUL,KBR,156346311,,,,,,,,,,,,,,,,,,,,,,,,,,,155681088,,,,,,,,PPD,0,,,29MAY2022:06:58:19.867
LDU,BKI,156346312,,,,,,,,,,,,,,,,,,,,,,,,,,,155681089,,,,,,,,PPD,0,,,29MAY2022:06:58:19.977
LDU,BKI,156346313,,,,,,,,,,,,,,,,,,,,,,,,,,,155681090,,,,,,,,PPD,0,,,29MAY2022:06:58:20.100
BKI,KUL,156346314,,,,,,,,,,,,,,,,,,,,,,,,,,,155681091,,,,,,,,PPD,0,,,29MAY2022:06:58:20.240
KUL,KBR,156346315,,,,,,,,,,,,,,,,,,,,,,,,,,,155681092,,,,,,,,PPD,0,,,29MAY2022:06:58:20.413
KBR,KUL,156346316,,,,,,,,,,,,,,,,,,,,,,,,,,,155681093,,,,,,,,PPD,0,,,29MAY2022:06:58:20.540
KUL,BKI,156346317,,,,,,,,,,,,,,,,,,,,,,,,,,,155681094,,,,,,,,PPD,0,,,29MAY2022:06:58:20.710
KBR,KUL,156346318,,,,,,,,,,,,,,,,,,,,,,,,,,,155681095,,,,,,,,PPD,0,,,29MAY2022:06:58:20.837
KUL,BKI,156346319,,,,,,,,,,,,,,,,,,,,,,,,,,,155681096,,,,,,,,PPD,0,,,29MAY2022:06:58:20.930
BKI,LDU,156346320,,,,,,,,,,,,,,,,,,,,,,,,,,,155681097,,,,,,,,PPD,0,,,29MAY2022:06:58:21.023
BKI,LDU,156346321,,,,,,,,,,,,,,,,,,,,,,,,,,,155681098,,,,,,,,PPD,0,,,29MAY2022:06:58:21.150
LDU,BKI,156346322,,1,,,,,,,,,4,,LDU-032,,,,,,,,,,,,,,155681099,,,,,,,,PPD,0,,,29MAY2022:06:58:21.290
BKI,KUL,156346323,1,M,,,,,,,,,4,,BKI-099,,,,,,,,,,,,,,155681100,,,,,,,,PPD,0,,,29MAY2022:06:58:21.477
KUL,KBR,156346324,M,,,,,,,,,,4,,KUL-068,,,,,,,,,,,,,,155681101,,,,,,,,PPD,0,,,29MAY2022:06:58:21.647
KBR,KUL,156346325,,,,,,,,,,,,,,,,,,,,,,,,,,,155681102,,,,,,,,PPD,0,,,29MAY2022:06:58:21.770
KUL,BKI,156346326,,,,,,,,,,,,,,,,,,,,,,,,,,,155681103,,,,,,,,PPD,0,,,29MAY2022:06:58:21.893
BKI,LDU,156346327,,,,,,,,,,,,,,,,,,,,,,,,,,,155681104,,,,,,,,PPD,0,,,29MAY2022:06:58:22.003
BKI,LDU,156346328,,,,,,,,,,,,,,,,,,,,,,,,,,,155681105,,,,,,,,PPD,0,,,29MAY2022:06:58:22.113
KUL,BKI,156346329,,,,,,,,,,,4,,KUL-119,,,,,,,,,,,,,,155681106,,,,,,,,PPD,0,,,29MAY2022:06:58:22.287
BKI,KUL,156346330,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681107,,,,,,,,PPD,0,,,29MAY2022:06:58:22.410
BKI,KUL,156346331,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681108,,,,,,,,PPD,0,,,29MAY2022:06:58:22.520
BKI,KUL,156346332,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681109,,,,,,,,PPD,0,,,29MAY2022:06:58:22.643
BKI,KUL,156346333,1,M,,,,,,,,,4,,BKI-152,,,,,,,,,,,,,,155681110,,,,,,,,PPD,0,,,29MAY2022:06:58:22.787
KUL,BKI,156346334,,,,,,,,,,,,,,,,,,,,,,,,,,,155681111,,,,,,,,PPD,0,,,29MAY2022:06:58:22.910
BKI,KUL,156346335,1,M,,,,,,,,,4,,BKI-017,,,,,,,,,,,,,,155681112,,,,,,,,PPD,0,,,29MAY2022:06:58:23.147
KUL,TGG,156346336,M,,,,,,,,,,4,,KUL-007,,,,,,,,,,,,,,155681113,,,,,,,,PPD,0,,,29MAY2022:06:58:23.333
TGG,KUL,156346337,,,,,,,,,,,,,,,,,,,,,,,,,,,155681114,,,,,,,,PPD,0,,,29MAY2022:06:58:23.460
KUL,BKI,156346338,,,,,,,,,,,,,,,,,,,,,,,,,,,155681115,,,,,,,,PPD,0,,,29MAY2022:06:58:23.567
KUL,BKI,156346339,M,1,,,,,,,,,4,,KUL-090,,,,,,,,,,,,,,155681116,,,,,,,,PPD,0,,,29MAY2022:06:58:23.723
BKI,KUL,156346340,1,M,,,,,,,,,4,,BKI-056,,3,,M,1,,,,,,,ok,,155681117,,,,,,,,PPD,0,,,29MAY2022:06:58:23.897
BKI,KUL,156346341,1,M,,,,,,,,,4,,BKI-164,,,,,,,,,,,,,,155681118,,,,,,,,PPD,0,,,29MAY2022:06:58:24.130
BKI,KUL,156346342,1,M,,,,,,,,,4,,BKI-119,,,,,,,,,,,,,,155681119,,,,,,,,PPD,0,,,29MAY2022:06:58:24.380
KUL,KBR,156346343,M,,,,,,,,,,4,,KUL-092,,,,,,,,,,,,,,155681120,,,,,,,,PPD,0,,,29MAY2022:06:58:24.583
KBR,KUL,156346344,,,,,,,,,,,,,,,,,,,,,,,,,,,155681121,,,,,,,,PPD,0,,,29MAY2022:06:58:24.770
KUL,BKI,156346345,,,,,,,,,,,,,,,,,,,,,,,,,,,155681122,,,,,,,,PPD,0,,,29MAY2022:06:58:24.940
BKI,KUL,156346346,1,M,,,,,,,,,4,,BKI-069,,,,,,,,,,,,,,155681123,,,,,,,,PPD,0,,,29MAY2022:06:58:25.190
KUL,BKI,156346347,,,,,,,,,,,,,,,,,,,,,,,,,,,155681124,,,,,,,,PPD,0,,,29MAY2022:06:58:25.380
KUL,BKI,156346348,,,,,,,,,,,,,,,,,,,,,,,,,,,155681125,,,,,,,,PPD,0,,,29MAY2022:06:58:25.533
BKI,KUL,156346349,1,M,,,,,,,,,4,,BKI-071,,,,,,,,,,,,,,155681126,,,,,,,,PPD,0,,,29MAY2022:06:58:25.783
KUL,BKI,156346350,,,,,,,,,,,,,,,,,,,,,,,,,,,155681127,,,,,,,,PPD,0,,,29MAY2022:06:58:25.910
KUL,BKI,156346351,,,,,,,,,,,,,,,,,,,,,,,,,,,155681128,,,,,,,,PPD,0,,,29MAY2022:06:58:26.037
BKI,KUL,156346352,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681129,,,,,,,,PPD,0,,,29MAY2022:06:58:26.193
BKI,KUL,156346353,1,M,,,,,,,,,4,,BKI-098,,,,,,,,,,,,,,155681130,,,,,,,,PPD,0,,,29MAY2022:06:58:26.413
BKI,KUL,156346354,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681131,,,,,,,,PPD,0,,,29MAY2022:06:58:26.600
KUL,LHR,156346355,M,2,,,,,,,,,,,,,,,,,,,,,,,,,155681132,,,,,,,,PPD,0,,,29MAY2022:06:58:26.820
LHR,KUL,156346356,,,,,,,,,,,,,,,,,,,,,,,,,,,155681133,,,,,,,,PPD,0,,,29MAY2022:06:58:27.020
KUL,BKI,156346357,,,,,,,,,,,,,,,,,,,,,,,,,,,155681134,,,,,,,,PPD,0,,,29MAY2022:06:58:27.210
BKI,KUL,156346358,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681135,,,,,,,,PPD,0,,,29MAY2022:06:58:27.443
BKI,KUL,156346359,1,M,,,,,,,,,4,,BKI-097,,,,,,,,,,,,,,155681136,,,,,,,,PPD,0,,,29MAY2022:06:58:27.677
BKI,KUL,156346360,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681137,,,,,,,,PPD,0,,,29MAY2022:06:58:27.873
KUL,LHR,156346361,M,2,,,,,,,,,,,,,,,,,,,,,,,,,155681138,,,,,,,,PPD,0,,,29MAY2022:06:58:28.097
LHR,KUL,156346362,,,,,,,,,,,,,,,,,,,,,,,,,,,155681139,,,,,,,,PPD,0,,,29MAY2022:06:58:28.283
KUL,BKI,156346363,,,,,,,,,,,,,,,,,,,,,,,,,,,155681140,,,,,,,,PPD,0,,,29MAY2022:06:58:28.423
KUL,BKI,156346364,,,,,,,,,,,4,,KUL-016,,,,,,,,,,,,,,155681141,,,,,,,,PPD,0,,,29MAY2022:06:58:28.610
BKI,KUL,156346365,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681142,,,,,,,,PPD,0,,,29MAY2022:06:58:28.690
BKI,KUL,156346366,1,M,,,,,,,,,4,,BKI-038,,,,,,,,,,,,,,155681143,,,,,,,,PPD,0,,,29MAY2022:06:58:28.813
KUL,BKI,156346367,,,,,,,,,,,4,,KUL-014,,,,,,,,,,,,,,155681144,,,,,,,,PPD,0,,,29MAY2022:06:58:28.990
BKI,KUL,156346368,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681145,,,,,,,,PPD,0,,,29MAY2022:06:58:29.143
BKI,KUL,156346369,1,M,,,,,,,,,4,,BKI-037,,,,,,,,,,,,,,155681146,,,,,,,,PPD,0,,,29MAY2022:06:58:29.347
KUL,BKI,156346370,,,,,,,,,,,4,,KUL-015,,,,,,,,,,,,,,155681147,,,,,,,,PPD,0,,,29MAY2022:06:58:29.567
BKI,KUL,156346371,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681148,,,,,,,,PPD,0,,,29MAY2022:06:58:29.723
BKI,KUL,156346372,1,M,,,,,,,,,4,,BKI-033,,,,,,,,,,,,,,155681149,,,,,,,,PPD,0,,,29MAY2022:06:58:29.940
KUL,BKI,156346373,,,,,,,,,,,4,,KUL-136,,,,,,,,,,,,,,155681150,,,,,,,,PPD,0,,,29MAY2022:06:58:30.160
BKI,KUL,156346374,1,M,,,,,,,,,4,,BKI-154,,,,,,,,,,,,,,155681151,,,,,,,,PPD,0,,,29MAY2022:06:58:30.380
BKI,KUL,156346375,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681152,,,,,,,,PPD,0,,,29MAY2022:06:58:30.520
BKI,KUL,156346376,,,,,,,,,,,,,,,,,,,,,,,,,,,155681153,,,,,,,,PPD,0,,,29MAY2022:06:58:30.657
KUL,BKI,156346377,M,1,,,,,,,,,4,,KUL-095,,,,,,,,,,,,,,155681154,,,,,,,,PPD,0,,,29MAY2022:06:58:30.937
BKI,KUL,156346378,1,M,,,,,,,,,4,,BKI-035,,,,,,,,,,,,,,155681155,,,,,,,,PPD,0,,,29MAY2022:06:58:31.110
KUL,BKI,156346379,,,,,,,,,,,4,,KUL-064,,,,,,,,,,,,,,155681156,,,,,,,,PPD,0,,,29MAY2022:06:58:31.327
BKI,KUL,156346380,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681157,,,,,,,,PPD,0,,,29MAY2022:06:58:31.500
BKI,KUL,156346381,1,M,,,,,,,,,4,,BKI-148,,,,,,,,,,,,,,155681158,,,,,,,,PPD,0,,,29MAY2022:06:58:31.687
BKI,KUL,156346382,,,,,,,,,,,,,,,,,,,,,,,,,,,155681159,,,,,,,,PPD,0,,,29MAY2022:06:58:31.780
KUL,TGG,156346383,,,,,,,,,,,,,,,,,,,,,,,,,,,155681160,,,,,,,,PPD,0,,,29MAY2022:06:58:31.890
TGG,KUL,156346384,,,,,,,,,,,,,,,,,,,,,,,,,,,155681161,,,,,,,,PPD,0,,,29MAY2022:06:58:32.000
KUL,BKI,156346385,,,,,,,,,,,,,,,,,,,,,,,,,,,155681162,,,,,,,,PPD,0,,,29MAY2022:06:58:32.110
BKI,KUL,156346386,1,M,,,,,,,,,4,,BKI-145,,,,,,,,,,,,,,155681163,,,,,,,,PPD,0,,,29MAY2022:06:58:32.250
KUL,TGG,156346387,M,,,,,,,,,,4,,KUL-114,,,,,,,,,,,,,,155681164,,,,,,,,PPD,0,,,29MAY2022:06:58:32.377
BKI,KUL,156346388,,,,,,,,,,,,,,,,,,,,,,,,,,,155681165,,,,,,,,PPD,0,,,29MAY2022:06:58:32.483
KUL,TGG,156346389,,,,,,,,,,,,,,,,,,,,,,,,,,,155681166,,,,,,,,PPD,0,,,29MAY2022:06:58:32.580
TGG,KUL,156346390,,,,,,,,,,,,,,,,,,,,,,,,,,,155681167,,,,,,,,PPD,0,,,29MAY2022:06:58:32.657
KUL,BKI,156346391,,,,,,,,,,,,,,,,,,,,,,,,,,,155681168,,,,,,,,PPD,0,,,29MAY2022:06:58:32.767
TGG,KUL,156346392,,,,,,,,,,,,,,,,,,,,,,,,,,,155681169,,,,,,,,PPD,0,,,29MAY2022:06:58:32.877
KUL,BKI,156346393,,,,,,,,,,,,,,,,,,,,,,,,,,,155681170,,,,,,,,PPD,0,,,29MAY2022:06:58:33.017
BKI,KUL,156346394,,,,,,,,,,,,,,,,,,,,,,,,,,,155681171,,,,,,,,PPD,0,,,29MAY2022:06:58:33.220
KUL,TGG,156346395,,,,,,,,,,,,,,,,,,,,,,,,,,,155681172,,,,,,,,PPD,0,,,29MAY2022:06:58:33.360
TGG,KUL,156346396,,,,,,,,,,,,,,,,,,,,,,,,,,,155681173,,,,,,,,PPD,0,,,29MAY2022:06:58:33.470
KUL,BKI,156346397,,,,,,,,,,,,,,,,,,,,,,,,,,,155681174,,,,,,,,PPD,0,,,29MAY2022:06:58:33.580
BKI,KUL,156346398,1,M,,,,,,,,,4,,BKI-144,,,,,,,,,,,,,,155681175,,,,,,,,PPD,0,,,29MAY2022:06:58:33.763
KUL,TGG,156346399,M,,,,,,,,,,4,,KUL-113,,,,,,,,,,,,,,155681176,,,,,,,,PPD,0,,,29MAY2022:06:58:33.950
TGG,KUL,156346400,,M,,,,,,,,,4,,TGG-031,,3,,M,1,,,,,,,ok,,155681177,,,,,,,,PPD,0,,,29MAY2022:06:58:34.043
BKI,KUL,156346401,,,,,,,,,,,,,,,,,,,,,,,,,,,155681178,,,,,,,,PPD,0,,,29MAY2022:06:58:34.150
KUL,TGG,156346402,,,,,,,,,,,,,,,,,,,,,,,,,,,155681179,,,,,,,,PPD,0,,,29MAY2022:06:58:34.280
TGG,KUL,156346403,,,,,,,,,,,,,,,,,,,,,,,,,,,155681180,,,,,,,,PPD,0,,,29MAY2022:06:58:34.373
KUL,BKI,156346404,,,,,,,,,,,,,,,,,,,,,,,,,,,155681181,,,,,,,,PPD,0,,,29MAY2022:06:58:34.483
LDU,BKI,156346405,,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155681182,,,,,,,,PPD,0,,,29MAY2022:06:58:34.623
BKI,KUL,156346406,,,,,,,,,,,,,,,,,,,,,,,,,,,155681183,,,,,,,,PPD,0,,,29MAY2022:06:58:34.717
KUL,JHB,156346407,,,,,,,,,,,,,,,,,,,,,,,,,,,155681184,,,,,,,,PPD,0,,,29MAY2022:06:58:34.780
JHB,KUL,156346408,,,,,,,,,,,,,,,,,,,,,,,,,,,155681185,,,,,,,,PPD,0,,,29MAY2022:06:58:34.890
KUL,BKI,156346409,,,,,,,,,,,,,,,,,,,,,,,,,,,155681186,,,,,,,,PPD,0,,,29MAY2022:06:58:35.000
BKI,LDU,156346410,,,,,,,,,,,,,,,,,,,,,,,,,,,155681187,,,,,,,,PPD,0,,,29MAY2022:06:58:35.110
LDU,BKI,156346411,,1,,,,,,,,,,,,,,,,,,,,,,,,,155681188,,,,,,,,PPD,0,,,29MAY2022:06:58:35.217
BKI,KUL,156346412,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155681189,,,,,,,,PPD,0,,,29MAY2022:06:58:35.343
KUL,JHB,156346413,M,,,,,,,,,,,,,,,,,,,,,,,,,,155681190,,,,,,,,PPD,0,,,29MAY2022:06:58:35.450
LDU,BKI,156346414,,1,,,,,,,,,4,,LDU-008,,,,,,,,,,,,,,155681191,,,,,,,,PPD,0,,,29MAY2022:06:58:35.610
BKI,KUL,156346415,1,M,,,,,,,,,4,,BKI-015,,,,,,,,,,,,,,155681192,,,,,,,,PPD,0,,,29MAY2022:06:58:35.780
KUL,JHB,156346416,M,,,,,,,,,,4,,KUL-018,,,,,,,,,,,,,,155681193,,,,,,,,PPD,0,,,29MAY2022:06:58:35.937
JHB,KUL,156346417,,,,,,,,,,,,,,,,,,,,,,,,,,,155681194,,,,,,,,PPD,0,,,29MAY2022:06:58:36.060
KUL,BKI,156346418,,,,,,,,,,,,,,,,,,,,,,,,,,,155681195,,,,,,,,PPD,0,,,29MAY2022:06:58:36.187
BKI,LDU,156346419,,,,,,,,,,,,,,,,,,,,,,,,,,,155681196,,,,,,,,PPD,0,,,29MAY2022:06:58:36.280
BKI,LDU,156346420,,,,,,,,,,,,,,,,,,,,,,,,,,,155681197,,,,,,,,PPD,0,,,29MAY2022:06:58:36.390
LDU,BKI,156346421,,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155681198,,,,,,,,PPD,0,,,29MAY2022:06:58:36.547
